"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,6.2385e-07,0,200,2,1.263,27,27
3,6.2385e-07,1,200,3,1.263,0,0
3,0.00018068,2,200,2,0.11848,21,21
3,0.00018068,3,200,1,0.11848,13,13
3,1.348e-06,4,200,2,0.83621,7,7
3,1.348e-06,5,200,1,0.83621,1,1
3,3.8549e-05,6,200,2,0.045106,29,29
3,3.8549e-05,7,200,1,0.045106,23,23
3,2.629e-05,8,200,2,0.049502,25,25
3,2.629e-05,9,200,1,0.049502,19,19
3,3.0904e-06,10,200,2,0.83575,15,15
3,3.0904e-06,11,200,1,0.83575,5,5
3,1.8422e-05,12,200,2,0.064345,9,9
3,1.8422e-05,13,200,1,0.064345,3,3
3,1.9562e-05,14,200,2,0.064314,17,17
3,1.9562e-05,15,200,1,0.064314,11,11
