"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.4559e-07,0,200,2,1.2621,27,27
3,2.4559e-07,1,200,3,1.2621,0,0
3,7.1133e-05,2,200,2,0.12014,21,21
3,7.1133e-05,3,200,1,0.12014,13,13
3,5.3081e-07,4,200,2,0.83722,15,15
3,5.3081e-07,5,200,1,0.83722,5,5
3,1.5176e-05,6,200,2,0.055698,29,29
3,1.5176e-05,7,200,1,0.055698,23,23
3,1.035e-05,8,200,2,0.057061,25,25
3,1.035e-05,9,200,1,0.057061,19,19
3,1.2167e-06,10,200,2,0.83757,7,7
3,1.2167e-06,11,200,1,0.83757,1,1
3,7.2525e-06,12,200,2,0.06051,17,17
3,7.2525e-06,13,200,1,0.06051,11,11
3,7.7013e-06,14,200,2,0.060473,9,9
3,7.7013e-06,15,200,1,0.060473,3,3
