"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,3.4637e-07,0,200,2,1.2631,27,27
3,3.4637e-07,1,200,3,1.2631,0,0
3,0.00010031,2,200,2,0.1183,21,21
3,0.00010031,3,200,1,0.1183,13,13
3,7.4849e-07,4,200,2,0.83609,7,7
3,7.4849e-07,5,200,1,0.83609,1,1
3,2.1401e-05,6,200,2,0.043929,29,29
3,2.1401e-05,7,200,1,0.043929,23,23
3,1.4596e-05,8,200,2,0.048662,25,25
3,1.4596e-05,9,200,1,0.048662,19,19
3,1.7157e-06,10,200,2,0.83554,15,15
3,1.7157e-06,11,200,1,0.83554,5,5
3,1.0227e-05,12,200,2,0.064771,9,9
3,1.0227e-05,13,200,1,0.064771,3,3
3,1.086e-05,14,200,2,0.064741,17,17
3,1.086e-05,15,200,1,0.064741,11,11
