"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.3489e-06,0,200,2,1.2624,27,27
3,1.3489e-06,1,200,3,1.2624,0,0
3,0.00039074,2,200,2,0.11953,21,21
3,0.00039074,3,200,1,0.11953,13,13
3,2.9155e-06,4,200,2,0.83685,7,15
3,2.9155e-06,5,200,1,0.83685,1,5
3,8.3367e-05,6,200,2,0.051805,29,29
3,8.3367e-05,7,200,1,0.051805,23,23
3,5.6856e-05,8,200,2,0.054282,25,25
3,5.6856e-05,9,200,1,0.054282,19,19
3,6.6836e-06,10,200,2,0.8369,15,7
3,6.6836e-06,11,200,1,0.8369,5,1
3,3.9839e-05,12,200,2,0.06192,9,17
3,3.9839e-05,13,200,1,0.06192,3,11
3,4.2305e-05,14,200,2,0.061884,17,9
3,4.2305e-05,15,200,1,0.061884,11,3
