"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,8.6345e-07,0,200,2,1.2623,27,27
3,8.6345e-07,1,200,3,1.2623,0,0
3,0.00025008,2,200,2,0.11975,21,21
3,0.00025008,3,200,1,0.11975,13,13
3,1.8659e-06,4,200,2,0.83698,7,15
3,1.8659e-06,5,200,1,0.83698,1,5
3,5.3355e-05,6,200,2,0.053163,29,29
3,5.3355e-05,7,200,1,0.053163,23,23
3,3.6388e-05,8,200,2,0.055252,25,25
3,3.6388e-05,9,200,1,0.055252,19,19
3,4.2775e-06,10,200,2,0.83713,15,7
3,4.2775e-06,11,200,1,0.83713,5,1
3,2.5497e-05,12,200,2,0.061428,9,17
3,2.5497e-05,13,200,1,0.061428,3,11
3,2.7075e-05,14,200,2,0.061392,17,9
3,2.7075e-05,15,200,1,0.061392,11,3
