"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.0446e-06,0,200,2,1.2629,27,27
3,1.0446e-06,1,200,3,1.2629,0,0
3,0.00030259,2,200,2,0.1187,21,21
3,0.00030259,3,200,1,0.1187,13,13
3,2.2579e-06,4,200,2,0.83634,15,7
3,2.2579e-06,5,200,1,0.83634,5,1
3,6.456e-05,6,200,2,0.046464,29,29
3,6.456e-05,7,200,1,0.046464,23,23
3,4.4029e-05,8,200,2,0.050471,25,25
3,4.4029e-05,9,200,1,0.050471,19,19
3,5.1756e-06,10,200,2,0.83598,7,15
3,5.1756e-06,11,200,1,0.83598,1,5
3,3.0852e-05,12,200,2,0.063854,17,9
3,3.0852e-05,13,200,1,0.063854,11,3
3,3.2761e-05,14,200,2,0.063822,9,17
3,3.2761e-05,15,200,1,0.063822,3,11
