"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,5.758e-07,0,200,2,1.263,27,27
3,5.758e-07,1,200,3,1.263,0,0
3,0.00016679,2,200,2,0.11846,21,21
3,0.00016679,3,200,1,0.11846,13,13
3,1.2445e-06,4,200,2,0.83619,7,7
3,1.2445e-06,5,200,1,0.83619,1,1
3,3.5585e-05,6,200,2,0.044925,29,29
3,3.5585e-05,7,200,1,0.044925,23,23
3,2.4268e-05,8,200,2,0.049373,25,25
3,2.4268e-05,9,200,1,0.049373,19,19
3,2.8527e-06,10,200,2,0.83571,15,15
3,2.8527e-06,11,200,1,0.83571,5,5
3,1.7005e-05,12,200,2,0.064411,9,9
3,1.7005e-05,13,200,1,0.064411,3,3
3,1.8058e-05,14,200,2,0.06438,17,17
3,1.8058e-05,15,200,1,0.06438,11,11
