"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,4.8565e-07,0,200,2,1.2622,27,27
3,4.8565e-07,1,200,3,1.2622,0,0
3,0.00014067,2,200,2,0.11996,21,21
3,0.00014067,3,200,1,0.11996,13,13
3,1.0496e-06,4,200,2,0.83711,7,15
3,1.0496e-06,5,200,1,0.83711,1,5
3,3.1583e-05,6,200,2,0.054935,29,25
3,3.1583e-05,7,200,1,0.054935,23,19
3,1.9278e-05,8,200,2,0.055807,25,29
3,1.9278e-05,9,200,1,0.055807,19,23
3,2.4061e-06,10,200,2,0.83737,15,7
3,2.4061e-06,11,200,1,0.83737,5,1
3,1.4342e-05,12,200,2,0.060937,9,17
3,1.4342e-05,13,200,1,0.060937,3,11
3,1.523e-05,14,200,2,0.0609,17,9
3,1.523e-05,15,200,1,0.0609,11,3
