"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.9037e-08,0,200,2,1.2619,27,27
3,2.9037e-08,1,200,3,1.2619,0,0
3,8.4053e-06,2,200,2,0.12044,21,21
3,8.4053e-06,3,200,1,0.12044,13,13
3,6.2733e-08,4,200,2,0.8374,15,15
3,6.2733e-08,5,200,1,0.8374,5,5
3,1.8871e-06,6,200,2,0.058102,25,25
3,1.8871e-06,7,200,1,0.058102,19,19
3,1.1519e-06,8,200,2,0.057912,29,29
3,1.1519e-06,9,200,1,0.057912,23,23
3,1.4376e-07,10,200,2,0.8379,7,7
3,1.4376e-07,11,200,1,0.8379,1,1
3,8.5698e-07,12,200,2,0.059821,17,17
3,8.5698e-07,13,200,1,0.059821,11,11
3,9.1e-07,14,200,2,0.059782,9,9
3,9.1e-07,15,200,1,0.059782,3,3
