"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.3032e-06,0,200,2,1.2626,27,27
3,2.3032e-06,1,200,3,1.2626,0,0
3,0.00066715,2,200,2,0.11915,21,21
3,0.00066715,3,200,1,0.11915,13,13
3,4.9779e-06,4,200,2,0.83661,15,7
3,4.9779e-06,5,200,1,0.83661,5,1
3,0.00014979,6,200,2,0.04962,25,29
3,0.00014979,7,200,1,0.04962,19,23
3,9.1432e-05,8,200,2,0.052275,29,25
3,9.1432e-05,9,200,1,0.052275,23,19
3,1.1411e-05,10,200,2,0.83648,7,15
3,1.1411e-05,11,200,1,0.83648,1,5
3,6.8021e-05,12,200,2,0.062803,17,9
3,6.8021e-05,13,200,1,0.062803,11,3
3,7.223e-05,14,200,2,0.062768,9,17
3,7.223e-05,15,200,1,0.062768,3,11
