"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.0446e-06,0,200,2,1.2624,27,27
3,1.0446e-06,1,200,3,1.2624,0,0
3,0.00030259,2,200,2,0.11966,21,21
3,0.00030259,3,200,1,0.11966,13,13
3,2.2577e-06,4,200,2,0.83693,7,15
3,2.2577e-06,5,200,1,0.83693,1,5
3,6.4559e-05,6,200,2,0.05262,29,29
3,6.4559e-05,7,200,1,0.05262,23,23
3,4.4029e-05,8,200,2,0.054864,25,25
3,4.4029e-05,9,200,1,0.054864,19,19
3,5.1756e-06,10,200,2,0.83704,15,7
3,5.1756e-06,11,200,1,0.83704,5,1
3,3.0851e-05,12,200,2,0.061625,9,17
3,3.0851e-05,13,200,1,0.061625,3,11
3,3.2761e-05,14,200,2,0.061589,17,9
3,3.2761e-05,15,200,1,0.061589,11,3
