"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,9.5963e-08,0,200,2,1.262,27,27
3,9.5963e-08,1,200,3,1.262,0,0
3,2.7786e-05,2,200,2,0.12031,21,21
3,2.7786e-05,3,200,1,0.12031,13,13
3,2.0737e-07,4,200,2,0.83733,15,15
3,2.0737e-07,5,200,1,0.83733,5,5
3,5.9282e-06,6,200,2,0.056784,29,29
3,5.9282e-06,7,200,1,0.056784,23,23
3,4.043e-06,8,200,2,0.057836,25,25
3,4.043e-06,9,200,1,0.057836,19,19
3,4.753e-07,10,200,2,0.83776,7,7
3,4.753e-07,11,200,1,0.83776,1,1
3,2.833e-06,12,200,2,0.060117,17,17
3,2.833e-06,13,200,1,0.060117,11,11
3,3.0084e-06,14,200,2,0.060078,9,9
3,3.0084e-06,15,200,1,0.060078,3,3
