"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,6.9296e-08,0,200,2,1.2633,27,27
3,6.9296e-08,1,200,3,1.2633,0,0
3,2.0076e-05,2,200,2,0.118,21,21
3,2.0076e-05,3,200,1,0.118,13,13
3,1.4981e-07,4,200,2,0.83591,7,7
3,1.4981e-07,5,200,1,0.83591,1,1
3,4.2833e-06,6,200,2,0.042027,29,29
3,4.2833e-06,7,200,1,0.042027,23,23
3,2.9212e-06,8,200,2,0.047304,25,25
3,2.9212e-06,9,200,1,0.047304,19,19
3,3.434e-07,10,200,2,0.83521,15,15
3,3.434e-07,11,200,1,0.83521,5,5
3,2.0469e-06,12,200,2,0.065459,9,9
3,2.0469e-06,13,200,1,0.065459,3,3
3,2.1735e-06,14,200,2,0.065429,17,17
3,2.1735e-06,15,200,1,0.065429,11,11
