"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.6583e-07,0,200,2,0.74726,43,43
3,1.6583e-07,1,200,3,0.74726,0,0
3,1.6384e-05,2,200,2,0.22656,17,17
3,1.6384e-05,3,200,1,0.22656,11,11
3,5.8939e-05,4,200,2,0.086333,37,37
3,5.8939e-05,5,200,1,0.086333,31,31
3,2.5174e-05,6,200,2,0.087254,33,33
3,2.5174e-05,7,200,1,0.087254,27,27
3,6.2168e-05,8,200,2,0.097575,29,29
3,6.2168e-05,9,200,1,0.097575,23,23
3,3.0159e-05,10,200,2,0.17153,21,21
3,3.0159e-05,11,200,1,0.17153,15,15
3,5.6675e-06,12,200,2,0.070496,5,9
3,5.6675e-06,13,200,1,0.070496,1,3
3,4.4732e-06,14,200,2,0.063329,45,45
3,4.4732e-06,15,200,1,0.063329,39,39
3,1.2738e-05,16,200,2,0.088422,41,41
3,1.2738e-05,17,200,1,0.088422,35,35
3,0.00014697,18,200,2,0.13545,25,25
3,0.00014697,19,200,1,0.13545,19,19
3,6.1279e-06,20,200,2,0.28897,9,5
3,6.1279e-06,21,200,1,0.28897,3,1
3,5.632e-06,22,200,2,0.26829,13,13
3,5.632e-06,23,200,1,0.26829,7,7
