"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.6711e-06,0,200,2,1.2927,13,13
3,2.6711e-06,1,200,3,1.2927,0,0
3,0.00045411,2,200,2,0.19674,19,19
3,0.00045411,3,200,1,0.19674,7,7
3,1.3124e-08,4,200,2,0.85617,5,5
3,1.3124e-08,5,200,1,0.85617,1,1
3,3.3223e-08,6,200,2,0.85608,9,9
3,3.3223e-08,7,200,1,0.85608,3,3
3,0.00015977,8,200,2,0.15149,17,17
3,0.00015977,9,200,1,0.15149,11,11
3,0.0026457,10,200,2,0.13278,21,21
3,0.0026457,11,200,1,0.13278,15,15
