"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,9.4879e-06,0,200,2,1.2934,13,13
3,9.4879e-06,1,200,3,1.2934,0,0
3,0.0016129,2,200,2,0.21304,19,19
3,0.0016129,3,200,1,0.21304,7,7
3,4.6608e-08,4,200,2,0.85671,9,5
3,4.6608e-08,5,200,1,0.85671,3,1
3,1.1799e-07,6,200,2,0.85667,5,9
3,1.1799e-07,7,200,1,0.85667,1,3
3,0.00056748,8,200,2,0.16558,17,17
3,0.00056748,9,200,1,0.16558,11,11
3,0.0093968,10,200,2,0.14255,21,21
3,0.0093968,11,200,1,0.14255,15,15
