"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,7.3066e-06,0,200,2,1.2932,13,13
3,7.3066e-06,1,200,3,1.2932,0,0
3,0.0012421,2,200,2,0.20878,19,19
3,0.0012421,3,200,1,0.20878,7,7
3,3.5904e-08,4,200,2,0.85657,9,5
3,3.5904e-08,5,200,1,0.85657,3,1
3,9.0855e-08,6,200,2,0.85652,5,9
3,9.0855e-08,7,200,1,0.85652,1,3
3,0.00043702,8,200,2,0.16186,17,17
3,0.00043702,9,200,1,0.16186,11,11
3,0.0072364,10,200,2,0.14003,21,21
3,0.0072364,11,200,1,0.14003,15,15
