"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,9.8819e-08,0,200,2,1.292,13,13
3,9.8819e-08,1,200,3,1.292,0,0
3,1.6794e-05,2,200,2,0.18188,19,19
3,1.6794e-05,3,200,1,0.18188,7,7
3,4.8375e-10,4,200,2,0.85567,5,5
3,4.8375e-10,5,200,1,0.85567,1,1
3,1.2283e-09,6,200,2,0.85555,9,9
3,1.2283e-09,7,200,1,0.85555,3,3
3,5.909e-06,8,200,2,0.13898,17,17
3,5.909e-06,9,200,1,0.13898,11,11
3,9.7842e-05,10,200,2,0.12362,21,21
3,9.7842e-05,11,200,1,0.12362,15,15
