"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.9882e-06,0,200,2,1.2927,13,13
3,2.9882e-06,1,200,3,1.2927,0,0
3,0.00050802,2,200,2,0.1978,19,19
3,0.00050802,3,200,1,0.1978,7,7
3,1.4684e-08,4,200,2,0.8562,5,5
3,1.4684e-08,5,200,1,0.8562,1,1
3,3.7157e-08,6,200,2,0.85612,9,9
3,3.7157e-08,7,200,1,0.85612,3,3
3,0.00017874,8,200,2,0.15239,17,17
3,0.00017874,9,200,1,0.15239,11,11
3,0.0029597,10,200,2,0.13343,21,21
3,0.0029597,11,200,1,0.13343,15,15
