"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,3.2098e-06,0,200,2,1.2941,13,13
3,3.2098e-06,1,200,3,1.2941,0,0
3,0.00054564,2,200,2,0.22895,19,19
3,0.00054564,3,200,1,0.22895,7,7
3,1.5757e-08,4,200,2,0.85724,5,9
3,1.5757e-08,5,200,1,0.85724,1,3
3,3.9894e-08,6,200,2,0.85724,9,5
3,3.9894e-08,7,200,1,0.85724,3,1
3,0.00019198,8,200,2,0.17893,17,17
3,0.00019198,9,200,1,0.17893,11,11
3,0.0031789,10,200,2,0.1524,21,21
3,0.0031789,11,200,1,0.1524,15,15
