"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,4.1739e-06,0,200,2,1.2929,13,13
3,4.1739e-06,1,200,3,1.2929,0,0
3,0.00070954,2,200,2,0.20134,19,19
3,0.00070954,3,200,1,0.20134,7,7
3,2.0515e-08,4,200,2,0.85632,5,5
3,2.0515e-08,5,200,1,0.85632,1,1
3,5.1897e-08,6,200,2,0.85625,9,9
3,5.1897e-08,7,200,1,0.85625,3,3
3,0.00024965,8,200,2,0.15543,17,17
3,0.00024965,9,200,1,0.15543,11,11
3,0.0041338,10,200,2,0.13557,21,21
3,0.0041338,11,200,1,0.13557,15,15
