"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,5.2644e-06,0,200,2,1.2938,13,13
3,5.2644e-06,1,200,3,1.2938,0,0
3,0.00089495,2,200,2,0.22329,19,19
3,0.00089495,3,200,1,0.22329,7,7
3,2.5861e-08,4,200,2,0.85705,5,9
3,2.5861e-08,5,200,1,0.85705,1,3
3,6.5476e-08,6,200,2,0.85704,9,5
3,6.5476e-08,7,200,1,0.85704,3,1
3,0.00031488,8,200,2,0.17415,17,17
3,0.00031488,9,200,1,0.17415,11,11
3,0.005214,10,200,2,0.14892,21,21
3,0.005214,11,200,1,0.14892,15,15
