"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.4686e-08,0,200,2,1.2949,13,13
3,2.4686e-08,1,200,3,1.2949,0,0
3,4.1985e-06,2,200,2,0.24738,19,19
3,4.1985e-06,3,200,1,0.24738,7,7
3,1.2159e-10,4,200,2,0.85786,9,9
3,1.2159e-10,5,200,1,0.85786,3,3
3,3.0708e-10,6,200,2,0.8579,5,5
3,3.0708e-10,7,200,1,0.8579,1,1
3,1.4772e-06,8,200,2,0.19479,17,17
3,1.4772e-06,9,200,1,0.19479,11,11
3,2.4461e-05,10,200,2,0.16348,21,21
3,2.4461e-05,11,200,1,0.16348,15,15
