"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.6699e-07,0,200,2,1.292,13,13
3,1.6699e-07,1,200,3,1.292,0,0
3,2.8382e-05,2,200,2,0.18294,19,19
3,2.8382e-05,3,200,1,0.18294,7,7
3,8.1856e-10,4,200,2,0.8557,5,5
3,8.1856e-10,5,200,1,0.8557,1,1
3,2.0792e-09,6,200,2,0.85559,9,9
3,2.0792e-09,7,200,1,0.85559,3,3
3,9.9858e-06,8,200,2,0.13986,17,17
3,9.9858e-06,9,200,1,0.13986,11,11
3,0.00016535,10,200,2,0.12428,21,21
3,0.00016535,11,200,1,0.12428,15,15
