"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.8265e-06,0,200,2,1.2943,13,13
3,1.8265e-06,1,200,3,1.2943,0,0
3,0.00031052,2,200,2,0.23391,19,19
3,0.00031052,3,200,1,0.23391,7,7
3,8.9705e-09,4,200,2,0.85741,5,9
3,8.9705e-09,5,200,1,0.85741,1,3
3,2.2723e-08,6,200,2,0.85742,9,5
3,2.2723e-08,7,200,1,0.85742,3,1
3,0.00010925,8,200,2,0.18315,17,17
3,0.00010925,9,200,1,0.18315,11,11
3,0.0018091,10,200,2,0.15542,21,21
3,0.0018091,11,200,1,0.15542,15,15
