"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.8547e-07,0,200,2,1.2921,13,13
3,2.8547e-07,1,200,3,1.2921,0,0
3,4.8535e-05,2,200,2,0.18435,19,19
3,4.8535e-05,3,200,1,0.18435,7,7
3,1.4056e-09,4,200,2,0.85575,5,5
3,1.4056e-09,5,200,1,0.85575,1,1
3,3.5527e-09,6,200,2,0.85564,9,9
3,3.5527e-09,7,200,1,0.85564,3,3
3,1.7076e-05,8,200,2,0.14104,17,17
3,1.7076e-05,9,200,1,0.14104,11,11
3,0.00028276,10,200,2,0.12517,21,21
3,0.00028276,11,200,1,0.12517,15,15
