"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,5.4098e-06,0,200,2,1.2938,13,13
3,5.4098e-06,1,200,3,1.2938,0,0
3,0.00091964,2,200,2,0.22294,19,19
3,0.00091964,3,200,1,0.22294,7,7
3,2.6575e-08,4,200,2,0.85704,5,9
3,2.6575e-08,5,200,1,0.85704,1,3
3,6.7258e-08,6,200,2,0.85702,9,5
3,6.7258e-08,7,200,1,0.85702,3,1
3,0.00032357,8,200,2,0.17385,17,17
3,0.00032357,9,200,1,0.17385,11,11
3,0.0053579,10,200,2,0.1487,21,21
3,0.0053579,11,200,1,0.1487,15,15
