"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.5295e-07,0,200,2,1.2947,13,13
3,2.5295e-07,1,200,3,1.2947,0,0
3,4.2992e-05,2,200,2,0.24348,19,19
3,4.2992e-05,3,200,1,0.24348,7,7
3,1.2409e-09,4,200,2,0.85773,9,9
3,1.2409e-09,5,200,1,0.85773,3,3
3,3.1459e-09,6,200,2,0.85776,5,5
3,3.1459e-09,7,200,1,0.85776,1,1
3,1.5127e-05,8,200,2,0.19139,17,17
3,1.5127e-05,9,200,1,0.19139,11,11
3,0.00025048,10,200,2,0.16117,21,21
3,0.00025048,11,200,1,0.16117,15,15
