"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,0.009211,0,200,2,28.704,7,7
3,0.009211,1,200,3,28.704,0,0
3,2.7386e-06,2,200,2,1.2684,9,9
3,2.7386e-06,3,200,1,1.2684,3,3
3,3.5493e-06,4,200,2,0.53746,5,5
3,3.5493e-06,5,200,1,0.53746,1,1
