"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.339e-06,0,200,2,1.2993,17,9
3,1.339e-06,1,200,3,1.2993,0,0
3,4.7617e-08,2,200,2,0.85789,5,5
3,4.7617e-08,3,200,1,0.85789,1,1
3,3.9467e-08,4,200,2,0.85731,25,21
3,3.9467e-08,5,200,1,0.85731,3,3
3,0.0017801,6,100,2,0.2302,19,15
3,0.0017801,7,100,1,0.2302,7,7
3,0.0014075,8,100,2,0.20469,31,23
3,0.0014075,9,100,1,0.20469,13,13
3,0.0058516,10,100,2,0.11345,21,17
3,0.0058516,11,100,1,0.11345,11,11
3,0.00044639,12,100,2,0.027863,33,25
3,0.00044639,13,100,1,0.027863,23,19
