"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.0766e-06,0,200,2,1.2629,19,19
3,1.0766e-06,1,200,3,1.2629,0,0
3,0.00031183,2,200,2,0.11871,13,13
3,0.00031183,3,200,1,0.11871,7,7
3,2.3268e-06,4,200,2,0.83635,9,5
3,2.3268e-06,5,200,1,0.83635,3,1
3,6.6532e-05,6,200,2,0.046554,21,21
3,6.6532e-05,7,200,1,0.046554,15,15
3,4.5374e-05,8,200,2,0.050535,17,17
3,4.5374e-05,9,200,1,0.050535,11,11
3,5.3338e-06,10,200,2,0.836,5,9
3,5.3338e-06,11,200,1,0.836,1,3
