"BranchNodeID","ClusterID","CriticalType","NodeId","PercentMatchNode","Persistence","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,0,0,200,28.715,0,0,9815,0,1
1,0,2,2,200,2.8173,16.186,0,15090,0,1
1,0,2,2,200,2.8173,16.186,0,15090,1,1
2,0,2,4,200,0.60462,16.823,0,15557,0,1
2,0,2,4,200,0.60462,16.823,0,15557,1,1
1,0,3,6,200,2.8173,19.003,0,13156,0,1
1,0,3,6,200,2.8173,19.003,0,13156,1,1
0,0,3,8,200,28.715,28.715,0,17959,0,1
0,0,3,8,200,28.715,28.715,0,17959,1,1
2,0,3,10,200,0.60462,17.427,0,16275,0,1
2,0,3,10,200,0.60462,17.427,0,16275,1,1
