"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,7.6141e-05,0,200,2,1.3151,33,33
3,7.6141e-05,1,200,3,1.3151,0,0
3,0.00015841,2,200,2,0.73523,35,27
3,0.00015841,3,200,1,0.73523,3,3
3,0.0010878,4,200,2,0.33522,39,35
3,0.0010878,5,200,1,0.33522,19,19
3,0.020073,6,100,2,0.15115,21,21
3,0.020073,7,100,1,0.15115,9,9
3,1.0824e-05,8,200,2,0.85816,23,23
3,1.0824e-05,9,200,1,0.85816,1,1
3,0.048421,10,200,2,0.22913,17,17
3,0.048421,11,200,1,0.22913,7,7
3,0.00012951,12,200,2,0.27484,29,29
3,0.00012951,13,200,1,0.27484,15,15
3,0.08316,14,200,2,0.1213,41,37
3,0.08316,15,200,1,0.1213,31,31
3,0.00049182,16,200,2,0.32854,25,25
3,0.00049182,17,200,1,0.32854,11,11
3,0.0075953,18,200,2,0.13546,13,13
3,0.0075953,19,200,1,0.13546,5,5
