"BranchBaryNodeID","BranchNodeID","ClusterID","CriticalType","NodeId","Persistence","PersistenceBarycenter","Points:0","Points:1","Points:2","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,0,0,0,1.5012,1.5014,1.5011,0.0010925,0,0.0010925,1,256,0,1
1,1,0,2,2,0.64206,0.6288,1.7511,0.56086,0,0.56086,1,31992,0,1
1,1,0,2,2,0.64206,0.6288,1.5011,0.56086,0,0.56086,1,31992,1,1
0,0,0,3,4,1.5012,1.5014,1.5011,1.5023,0,1.5023,1,49279,0,1
0,0,0,3,4,1.5012,1.5014,1.5011,1.5023,0,1.5023,1,49279,1,1
1,1,0,3,6,0.64206,0.6288,1.7511,1.2029,0,1.2029,1,16512,0,1
1,1,0,3,6,0.64206,0.6288,1.7511,1.2029,0,1.2029,1,16512,1,1
