"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,6.3388e-08,0,200,2,1.5024,7,7
3,6.3388e-08,1,200,3,1.5024,0,0
3,0.00022016,2,200,2,0.62931,5,5
3,0.00022016,3,200,1,0.62931,1,1
3,0.0038401,4,100,2,0.074241,9,9
3,0.0038401,5,100,1,0.074241,3,3
