"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.4204e-07,0,200,2,0.74336,43,43
3,2.4204e-07,1,200,3,0.74336,0,0
3,0.00010565,2,200,2,0.28783,9,9
3,0.00010565,3,200,1,0.28783,3,3
3,0.00025771,4,200,2,0.1165,41,37
3,0.00025771,5,200,1,0.1165,35,31
3,0.00028055,6,200,2,0.079307,37,41
3,0.00028055,7,200,1,0.079307,31,35
3,3.1484e-05,8,200,2,0.14244,25,25
3,3.1484e-05,9,200,1,0.14244,19,19
3,0.00011886,10,200,2,0.18386,21,21
3,0.00011886,11,200,1,0.18386,15,15
3,8.1487e-05,12,200,2,0.10933,5,5
3,8.1487e-05,13,200,1,0.10933,1,1
3,2.2265e-06,14,200,2,0.27831,13,13
3,2.2265e-06,15,200,1,0.27831,7,7
3,3.2069e-05,16,200,2,0.064214,17,17
3,3.2069e-05,17,200,1,0.064214,11,11
3,3.8211e-05,18,200,2,0.091129,45,45
3,3.8211e-05,19,200,1,0.091129,39,39
3,0.00013504,20,200,2,0.10741,33,33
3,0.00013504,21,200,1,0.10741,27,27
3,0.00010047,22,200,2,0.094083,29,29
3,0.00010047,23,200,1,0.094083,23,23
