"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,0.00044143,0,200,2,1.324,39,27
3,0.00044143,1,200,3,1.324,0,0
3,0.0022766,2,200,2,0.82954,15,9
3,0.0022766,3,200,1,0.82954,7,3
3,0.0010662,4,200,2,0.12342,31,23
3,0.0010662,5,200,1,0.12342,23,15
3,0.0012619,6,200,2,0.79393,21,17
3,0.0012619,7,200,1,0.79393,13,11
3,0.00017493,8,200,2,0.050628,9,13
3,0.00017493,9,200,1,0.050628,3,7
3,0.0002937,10,100,2,0.017606,5,5
3,0.0002937,11,100,1,0.017606,1,1
3,0.11973,12,100,2,0.028135,33,25
3,0.11973,13,100,1,0.028135,27,19
