"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,7.043e-06,0,200,2,1.3344,39,27
3,7.043e-06,1,200,3,1.3344,0,0
3,3.6325e-05,2,200,2,0.80469,15,11
3,3.6325e-05,3,200,1,0.80469,7,3
3,2.2112e-05,4,100,2,0.069515,37,29
3,2.2112e-05,5,100,1,0.069515,29,23
3,1.7012e-05,6,200,2,0.14439,31,25
3,1.7012e-05,7,200,1,0.14439,23,19
3,0.00013363,8,100,2,0.17089,25,21
3,0.00013363,9,100,1,0.17089,19,15
3,2.0134e-05,10,200,2,0.77662,21,17
3,2.0134e-05,11,200,1,0.77662,13,9
3,2.7912e-06,12,200,2,0.053837,9,5
3,2.7912e-06,13,200,1,0.053837,3,1
3,0.00014964,14,100,2,0.10902,17,13
3,0.00014964,15,100,1,0.10902,11,7
