"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.5875e-05,0,200,2,1.316,39,27
3,2.5875e-05,1,200,3,1.316,0,0
3,0.00013344,2,200,2,0.84887,11,9
3,0.00013344,3,200,1,0.84887,3,3
3,6.2493e-05,4,200,2,0.10713,31,23
3,6.2493e-05,5,200,1,0.10713,23,15
3,7.3965e-05,6,200,2,0.8074,21,17
3,7.3965e-05,7,200,1,0.8074,15,11
3,1.0254e-05,8,200,2,0.048135,17,13
3,1.0254e-05,9,200,1,0.048135,9,7
3,2.2951e-05,10,100,2,0.034299,41,29
3,2.2951e-05,11,100,1,0.034299,35,21
3,1.7215e-05,12,100,2,0.029706,5,5
3,1.7215e-05,13,100,1,0.029706,1,1
3,0.0070177,14,100,2,0.048531,33,25
3,0.0070177,15,100,1,0.048531,27,19
