"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.7608e-06,0,200,2,1.335,39,27
3,1.7608e-06,1,200,3,1.335,0,0
3,9.0813e-06,2,200,2,0.80306,15,11
3,9.0813e-06,3,200,1,0.80306,7,3
3,5.528e-06,4,100,2,0.071766,37,29
3,5.528e-06,5,100,1,0.071766,29,23
3,4.2531e-06,6,200,2,0.14576,31,25
3,4.2531e-06,7,200,1,0.14576,23,19
3,3.3408e-05,8,100,2,0.17642,25,21
3,3.3408e-05,9,100,1,0.17642,19,15
3,5.0335e-06,10,200,2,0.77548,21,17
3,5.0335e-06,11,200,1,0.77548,13,9
3,6.9779e-07,12,200,2,0.054047,9,5
3,6.9779e-07,13,200,1,0.054047,3,1
3,3.741e-05,14,100,2,0.11229,17,13
3,3.741e-05,15,100,1,0.11229,11,7
