"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.1297e-06,0,200,2,1.3059,51,47
3,1.1297e-06,1,200,3,1.3059,0,0
3,0.00088812,2,200,2,0.14639,29,13
3,0.00088812,3,200,1,0.14639,19,7
3,5.668e-05,4,200,2,0.056862,49,45
3,5.668e-05,5,200,1,0.056862,43,39
3,6.639e-07,6,200,2,0.85262,5,5
3,6.639e-07,7,200,1,0.85262,1,1
3,0.00025328,8,100,2,0.037783,21,25
3,0.00025328,9,100,1,0.037783,13,17
3,7.0762e-05,10,200,2,0.039163,41,41
3,7.0762e-05,11,200,1,0.039163,35,31
3,0.00017753,12,100,2,0.031632,37,33
3,0.00017753,13,100,1,0.031632,27,23
3,0.00059819,14,200,2,0.12571,31,35
3,0.00059819,15,200,1,0.12571,7,11
3,0.00036332,16,200,2,0.082375,45,49
3,0.00036332,17,200,1,0.082375,39,43
3,1.9915e-07,18,200,2,0.84866,9,9
3,1.9915e-07,19,200,1,0.84866,3,3
3,0.018245,20,200,2,0.042152,17,21
3,0.018245,21,200,1,0.042152,11,15
3,0.010623,22,100,2,0.022762,25,29
3,0.010623,23,100,1,0.022762,15,19
3,0.044646,24,100,2,0.046662,33,37
3,0.044646,25,100,1,0.046662,23,27
