"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.4345e-07,0,200,2,1.3056,51,47
3,2.4345e-07,1,200,3,1.3056,0,0
3,0.00019145,2,200,2,0.15674,21,13
3,0.00019145,3,200,1,0.15674,13,7
3,1.2218e-05,4,200,2,0.056932,49,45
3,1.2218e-05,5,200,1,0.056932,43,39
3,1.4312e-07,6,200,2,0.85271,5,5
3,1.4312e-07,7,200,1,0.85271,1,1
3,5.4597e-05,8,100,2,0.04565,29,25
3,5.4597e-05,9,100,1,0.04565,19,17
3,1.5254e-05,10,200,2,0.038739,41,41
3,1.5254e-05,11,200,1,0.038739,35,31
3,3.8268e-05,12,100,2,0.038219,37,33
3,3.8268e-05,13,100,1,0.038219,27,23
3,0.00012895,14,200,2,0.11984,31,35
3,0.00012895,15,200,1,0.11984,7,11
3,7.8318e-05,16,200,2,0.07575,45,49
3,7.8318e-05,17,200,1,0.07575,39,43
3,4.2926e-08,18,200,2,0.84863,9,9
3,4.2926e-08,19,200,1,0.84863,3,3
3,0.0039328,20,200,2,0.044839,17,21
3,0.0039328,21,200,1,0.044839,11,15
3,0.00229,22,100,2,0.026967,25,29
3,0.00229,23,100,1,0.026967,15,19
3,0.0096239,24,100,2,0.055283,33,37
3,0.0096239,25,100,1,0.055283,23,27
