"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.3634e-06,0,200,2,1.3065,51,35
3,2.3634e-06,1,200,3,1.3065,0,0
3,0.0018581,2,200,2,0.12466,13,21
3,0.0018581,3,200,1,0.12466,7,13
3,0.00011858,4,200,2,0.056715,49,37
3,0.00011858,5,200,1,0.056715,43,31
3,1.3892e-06,6,200,2,0.85241,5,5
3,1.3892e-06,7,200,1,0.85241,1,1
3,0.00014805,8,200,2,0.040052,41,29
3,0.00014805,9,200,1,0.040052,31,23
3,0.0012515,10,200,2,0.13805,35,15
3,0.0012515,11,200,1,0.13805,11,7
3,0.00076013,12,200,2,0.096296,45,25
3,0.00076013,13,200,1,0.096296,39,19
3,4.1662e-07,14,200,2,0.84872,9,9
3,4.1662e-07,15,200,1,0.84872,3,3
3,0.00028545,16,100,2,0.02294,53,33
3,0.00028545,17,100,1,0.02294,47,27
3,0.038171,18,200,2,0.035585,21,17
3,0.038171,19,200,1,0.035585,15,11
