"BranchNodeID","ClusterID","CriticalType","NodeId","PercentMatchNode","Persistence","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,3,0,200,0.74735,0.74735,0,37416,0,1
1,0,1,2,200,0.093339,0.33556,0,35505,0,1
1,0,1,2,200,0.093339,0.33556,0,35505,1,1
2,0,1,4,200,0.28186,0.32066,0,28594,0,1
2,0,1,4,200,0.28186,0.32066,0,28594,1,1
1,0,0,6,200,0.093339,0.24222,0,24360,0,1
1,0,0,6,200,0.093339,0.24222,0,24360,1,1
3,0,1,8,200,0.28989,0.31189,0,25553,0,1
3,0,1,8,200,0.28989,0.31189,0,25553,1,1
2,0,0,10,200,0.28186,0.038805,0,36252,0,1
2,0,0,10,200,0.28186,0.038805,0,36252,1,1
4,0,1,12,200,0.18414,0.25586,0,24363,0,1
4,0,1,12,200,0.18414,0.25586,0,24363,1,1
3,0,0,14,200,0.28989,0.021996,0,29915,0,1
3,0,0,14,200,0.28989,0.021996,0,29915,1,1
5,0,1,16,200,0.14385,0.1992,0,18234,0,1
5,0,1,16,200,0.14385,0.1992,0,18234,1,1
4,0,0,18,200,0.18414,0.071724,0,27194,0,1
4,0,0,18,200,0.18414,0.071724,0,27194,1,1
6,0,1,20,200,0.10217,0.17172,0,29763,0,1
6,0,1,20,200,0.10217,0.17172,0,29763,1,1
5,0,0,22,200,0.14385,0.055356,0,25722,0,1
5,0,0,22,200,0.14385,0.055356,0,25722,1,1
7,0,1,24,200,0.09208,0.15544,0,19117,0,1
7,0,1,24,200,0.09208,0.15544,0,19117,1,1
6,0,0,26,200,0.10217,0.069549,0,18532,0,1
6,0,0,26,200,0.10217,0.069549,0,18532,1,1
8,0,1,28,200,0.1115,0.1371,0,27494,0,1
8,0,1,28,200,0.1115,0.1371,0,27494,1,1
7,0,0,30,200,0.09208,0.063356,0,28290,0,1
7,0,0,30,200,0.09208,0.063356,0,28290,1,1
9,0,1,32,200,0.069096,0.11501,0,23004,0,1
9,0,1,32,200,0.069096,0.11501,0,23004,1,1
8,0,0,34,200,0.1115,0.0256,0,21845,0,1
8,0,0,34,200,0.1115,0.0256,0,21845,1,1
10,0,1,36,200,0.0813,0.10951,0,37571,0,1
10,0,1,36,200,0.0813,0.10951,0,37571,1,1
9,0,0,38,200,0.069096,0.045913,0,19418,0,1
9,0,0,38,200,0.069096,0.045913,0,19418,1,1
11,0,1,40,200,0.088613,0.10773,0,21694,0,1
11,0,1,40,200,0.088613,0.10773,0,21694,1,1
10,0,0,42,200,0.0813,0.028212,0,26003,0,1
10,0,0,42,200,0.0813,0.028212,0,26003,1,1
12,0,1,44,100,0.043261,0.079158,0,21694,0,1
12,0,1,44,100,0.043261,0.079158,0,21694,1,1
11,0,0,46,200,0.088613,0.019121,0,23915,0,1
11,0,0,46,200,0.088613,0.019121,0,23915,1,1
0,0,0,48,200,0.74735,0,0,6672,0,1
0,0,0,48,200,0.74735,0,0,6672,1,1
12,0,0,50,100,0.043261,0.035897,0,21845,0,1
12,0,0,50,100,0.043261,0.035897,0,21845,1,1
