"BranchNodeID","ClusterID","CriticalType","NodeId","PercentMatchNode","Persistence","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,3,0,200,1.2622,1.2626,0,8145,0,1
1,0,1,2,200,0.83732,0.85716,0,7741,0,1
1,0,1,2,200,0.83732,0.85716,0,7741,1,1
2,0,1,4,200,0.061,0.083234,0,12172,0,1
2,0,1,4,200,0.061,0.083234,0,12172,1,1
3,0,1,6,200,0.83708,0.85695,0,4285,0,1
3,0,1,6,200,0.83708,0.85695,0,4285,1,1
1,0,0,8,200,0.83732,0.019841,0,12217,0,1
1,0,0,8,200,0.83732,0.019841,0,12217,1,1
2,0,0,10,200,0.061,0.022234,0,12098,0,1
2,0,0,10,200,0.061,0.022234,0,12098,1,1
4,0,1,12,200,0.061036,0.083269,0,76,0,1
4,0,1,12,200,0.061036,0.083269,0,76,1,1
5,0,1,14,200,0.11992,0.29354,0,6617,0,1
5,0,1,14,200,0.11992,0.29354,0,6617,1,1
3,0,0,16,200,0.83708,0.019867,0,121,0,1
3,0,0,16,200,0.83708,0.019867,0,121,1,1
4,0,0,18,200,0.061036,0.022233,0,2,0,1
4,0,0,18,200,0.061036,0.022233,0,2,1,1
6,0,1,20,200,0.056028,0.26159,0,6798,0,1
6,0,1,20,200,0.056028,0.26159,0,6798,1,1
5,0,0,22,200,0.11992,0.17362,0,6216,0,1
5,0,0,22,200,0.11992,0.17362,0,6216,1,1
7,0,1,24,200,0.054251,0.26065,0,5453,0,1
7,0,1,24,200,0.054251,0.26065,0,5453,1,1
6,0,0,26,200,0.056028,0.20556,0,5458,0,1
6,0,0,26,200,0.056028,0.20556,0,5458,1,1
0,0,0,28,200,1.2622,0.00041473,0,6045,0,1
0,0,0,28,200,1.2622,0.00041473,0,6045,1,1
7,0,0,30,200,0.054251,0.2064,0,6802,0,1
7,0,0,30,200,0.054251,0.2064,0,6802,1,1
