"BranchNodeID","ClusterID","CriticalType","NodeId","PercentMatchNode","Persistence","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,3,0,200,0.73932,0.73932,0,37582,0,1
1,0,1,2,200,0.11468,0.32815,0,37866,0,1
1,0,1,2,200,0.11468,0.32815,0,37866,1,1
2,0,1,4,200,0.30119,0.32349,0,27368,0,1
2,0,1,4,200,0.30119,0.32349,0,27368,1,1
1,0,0,6,200,0.11468,0.21348,0,26892,0,1
1,0,0,6,200,0.11468,0.21348,0,26892,1,1
3,0,1,8,200,0.28918,0.31278,0,35956,0,1
3,0,1,8,200,0.28918,0.31278,0,35956,1,1
2,0,0,10,200,0.30119,0.022303,0,38022,0,1
2,0,0,10,200,0.30119,0.022303,0,38022,1,1
4,0,1,12,200,0.17644,0.24953,0,28444,0,1
4,0,1,12,200,0.17644,0.24953,0,28444,1,1
3,0,0,14,200,0.28918,0.023593,0,36703,0,1
3,0,0,14,200,0.28918,0.023593,0,36703,1,1
5,0,1,16,200,0.13514,0.20168,0,25404,0,1
5,0,1,16,200,0.13514,0.20168,0,25404,1,1
4,0,0,18,200,0.17644,0.073084,0,28441,0,1
4,0,0,18,200,0.17644,0.073084,0,28441,1,1
6,0,1,20,200,0.084762,0.16676,0,19284,0,1
6,0,1,20,200,0.084762,0.16676,0,19284,1,1
5,0,0,22,200,0.13514,0.066532,0,25852,0,1
5,0,0,22,200,0.13514,0.066532,0,25852,1,1
7,0,1,24,200,0.13121,0.15321,0,20316,0,1
7,0,1,24,200,0.13121,0.15321,0,20316,1,1
6,0,0,26,200,0.084762,0.081995,0,18983,0,1
6,0,0,26,200,0.084762,0.081995,0,18983,1,1
8,0,1,28,200,0.094335,0.14026,0,30363,0,1
8,0,1,28,200,0.094335,0.14026,0,30363,1,1
7,0,0,30,200,0.13121,0.022003,0,19868,0,1
7,0,0,30,200,0.13121,0.022003,0,19868,1,1
9,0,1,32,200,0.1072,0.12516,0,24203,0,1
9,0,1,32,200,0.1072,0.12516,0,24203,1,1
8,0,0,34,200,0.094335,0.04592,0,30365,0,1
8,0,0,34,200,0.094335,0.04592,0,30365,1,1
10,0,1,36,200,0.064876,0.1015,0,27342,0,1
10,0,1,36,200,0.064876,0.1015,0,27342,1,1
9,0,0,38,200,0.1072,0.01796,0,24960,0,1
9,0,0,38,200,0.1072,0.01796,0,24960,1,1
0,0,0,40,200,0.73932,0,0,6672,0,1
0,0,0,40,200,0.73932,0,0,6672,1,1
10,0,0,42,200,0.064876,0.036624,0,26770,0,1
10,0,0,42,200,0.064876,0.036624,0,26770,1,1
