"BranchNodeID","ClusterID","CriticalType","NodeId","PercentMatchNode","Persistence","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,0,0,200,1.3911,-1.2634,0,11115,0,1
1,0,2,2,200,0.85501,-0.85538,0,10671,0,1
1,0,2,2,200,0.85501,-0.85538,0,10671,1,1
2,0,2,4,200,0.11853,-0.28141,0,9427,0,1
2,0,2,4,200,0.11853,-0.28141,0,9427,1,1
3,0,2,6,200,0.12805,-0.00036775,0,8268,0,1
3,0,2,6,200,0.12805,-0.00036775,0,8268,1,1
4,0,2,8,200,0.049687,-0.25548,0,9628,0,1
4,0,2,8,200,0.049687,-0.25548,0,9628,1,1
2,0,3,10,200,0.11853,-0.16289,0,8986,0,1
2,0,3,10,200,0.11853,-0.16289,0,8986,1,1
0,0,3,12,200,1.3911,0.12771,0,1147,0,1
0,0,3,12,200,1.3911,0.12771,0,1147,1,1
3,0,3,14,200,0.12805,0.12768,0,16623,0,1
3,0,3,14,200,0.12805,0.12768,0,16623,1,1
5,0,2,16,200,0.045364,-0.25338,0,8143,0,1
5,0,2,16,200,0.045364,-0.25338,0,8143,1,1
4,0,3,18,200,0.049687,-0.20579,0,8148,0,1
4,0,3,18,200,0.049687,-0.20579,0,8148,1,1
1,0,3,20,200,0.85501,-0.00036775,0,8795,0,1
1,0,3,20,200,0.85501,-0.00036775,0,8795,1,1
5,0,3,22,200,0.045364,-0.20801,0,9632,0,1
5,0,3,22,200,0.045364,-0.20801,0,9632,1,1
