"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,8.7794e-09,0,200,2,1.5023,7,3
3,8.7794e-09,1,200,3,1.5023,0,0
3,3.0522e-05,2,200,2,0.63776,5,5
3,3.0522e-05,3,200,1,0.63776,1,1
