"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,5.1843e-08,0,200,2,1.5024,7,7
3,5.1843e-08,1,200,3,1.5024,0,0
3,0.00018002,2,200,2,0.62824,5,5
3,0.00018002,3,200,1,0.62824,1,1
3,0.00314,4,100,2,0.080544,9,9
3,0.00314,5,100,1,0.080544,3,3
