"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.2683e-05,0,200,2,1.3858,11,11
3,2.2683e-05,1,200,3,1.3858,0,0
3,9.012e-06,2,200,2,0.12356,13,13
3,9.012e-06,3,200,1,0.12356,5,5
3,9.1675e-06,4,200,2,0.8563,19,19
3,9.1675e-06,5,200,1,0.8563,1,1
3,0.00034617,6,200,2,0.11989,9,9
3,0.00034617,7,200,1,0.11989,3,3
3,7.1706e-05,8,200,2,0.054059,21,21
3,7.1706e-05,9,200,1,0.054059,15,15
3,4.6054e-05,10,200,2,0.055892,17,17
3,4.6054e-05,11,200,1,0.055892,7,7
