"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,6.8676e-05,0,200,2,1.3893,11,11
3,6.8676e-05,1,200,3,1.3893,0,0
3,2.7284e-05,2,200,2,0.12652,13,13
3,2.7284e-05,3,200,1,0.12652,5,5
3,2.7755e-05,4,200,2,0.85545,19,19
3,2.7755e-05,5,200,1,0.85545,1,1
3,0.0010481,6,200,2,0.11899,9,9
3,0.0010481,7,200,1,0.11899,3,3
3,0.0002171,8,200,2,0.048359,21,21
3,0.0002171,9,200,1,0.048359,15,15
3,0.00013943,10,200,2,0.051824,17,17
3,0.00013943,11,200,1,0.051824,7,7
