"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.7447e-05,0,200,2,1.391,11,11
3,2.7447e-05,1,200,3,1.391,0,0
3,1.0904e-05,2,200,2,0.12801,13,13
3,1.0904e-05,3,200,1,0.12801,5,5
3,1.1092e-05,4,200,2,0.85502,19,19
3,1.1092e-05,5,200,1,0.85502,1,1
3,0.00041887,6,200,2,0.11854,9,9
3,0.00041887,7,200,1,0.11854,3,3
3,8.6763e-05,8,200,2,0.045459,21,21
3,8.6763e-05,9,200,1,0.045459,15,15
3,5.5725e-05,10,200,2,0.049754,17,17
3,5.5725e-05,11,200,1,0.049754,7,7
