"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,5.953e-05,0,200,2,1.3875,11,11
3,5.953e-05,1,200,3,1.3875,0,0
3,2.365e-05,2,200,2,0.12502,13,13
3,2.365e-05,3,200,1,0.12502,5,5
3,2.4059e-05,4,200,2,0.85588,19,19
3,2.4059e-05,5,200,1,0.85588,1,1
3,0.00090849,6,200,2,0.11945,9,9
3,0.00090849,7,200,1,0.11945,3,3
3,0.00018819,8,200,2,0.051255,21,21
3,0.00018819,9,200,1,0.051255,15,15
3,0.00012086,10,200,2,0.05389,17,17
3,0.00012086,11,200,1,0.05389,7,7
