"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,8.5371e-05,0,200,2,1.3887,11,11
3,8.5371e-05,1,200,3,1.3887,0,0
3,3.3917e-05,2,200,2,0.12605,13,13
3,3.3917e-05,3,200,1,0.12605,5,5
3,3.4502e-05,4,200,2,0.85558,19,19
3,3.4502e-05,5,200,1,0.85558,1,1
3,0.0013028,6,200,2,0.11914,9,9
3,0.0013028,7,200,1,0.11914,3,3
3,0.00026987,8,200,2,0.049267,21,21
3,0.00026987,9,200,1,0.049267,15,15
3,0.00017333,10,200,2,0.052471,17,17
3,0.00017333,11,200,1,0.052471,7,7
