"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,4.4459e-05,0,200,2,1.3869,11,11
3,4.4459e-05,1,200,3,1.3869,0,0
3,1.7663e-05,2,200,2,0.1245,13,13
3,1.7663e-05,3,200,1,0.1245,5,5
3,1.7968e-05,4,200,2,0.85603,19,19
3,1.7968e-05,5,200,1,0.85603,1,1
3,0.00067849,6,200,2,0.11961,9,9
3,0.00067849,7,200,1,0.11961,3,3
3,0.00014055,8,200,2,0.05225,21,21
3,0.00014055,9,200,1,0.05225,15,15
3,9.0266e-05,10,200,2,0.0546,17,17
3,9.0266e-05,11,200,1,0.0546,7,7
