"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,6.8676e-05,0,200,2,1.3879,11,11
3,6.8676e-05,1,200,3,1.3879,0,0
3,2.7284e-05,2,200,2,0.1253,13,13
3,2.7284e-05,3,200,1,0.1253,5,5
3,2.7755e-05,4,200,2,0.8558,19,19
3,2.7755e-05,5,200,1,0.8558,1,1
3,0.0010481,6,200,2,0.11936,9,9
3,0.0010481,7,200,1,0.11936,3,3
3,0.0002171,8,200,2,0.050713,21,21
3,0.0002171,9,200,1,0.050713,15,15
3,0.00013943,10,200,2,0.053503,17,17
3,0.00013943,11,200,1,0.053503,7,7
