"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.0043e-05,0,200,2,1.3857,11,11
3,2.0043e-05,1,200,3,1.3857,0,0
3,7.9627e-06,2,200,2,0.12342,13,13
3,7.9627e-06,3,200,1,0.12342,5,5
3,8.1001e-06,4,200,2,0.85634,19,19
3,8.1001e-06,5,200,1,0.85634,1,1
3,0.00030588,6,200,2,0.11993,9,9
3,0.00030588,7,200,1,0.11993,3,3
3,6.3361e-05,8,200,2,0.054331,21,21
3,6.3361e-05,9,200,1,0.054331,15,15
3,4.0693e-05,10,200,2,0.056085,17,17
3,4.0693e-05,11,200,1,0.056085,7,7
