"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,4.7036e-05,0,200,2,1.387,11,11
3,4.7036e-05,1,200,3,1.387,0,0
3,1.8686e-05,2,200,2,0.12459,13,13
3,1.8686e-05,3,200,1,0.12459,5,5
3,1.9009e-05,4,200,2,0.856,19,19
3,1.9009e-05,5,200,1,0.856,1,1
3,0.00071782,6,200,2,0.11958,9,9
3,0.00071782,7,200,1,0.11958,3,3
3,0.00014869,8,200,2,0.052069,21,21
3,0.00014869,9,200,1,0.052069,15,15
3,9.5497e-05,10,200,2,0.054471,17,17
3,9.5497e-05,11,200,1,0.054471,7,7
