"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.6777e-05,0,200,2,1.3855,11,11
3,1.6777e-05,1,200,3,1.3855,0,0
3,6.665e-06,2,200,2,0.12324,13,13
3,6.665e-06,3,200,1,0.12324,5,5
3,6.7801e-06,4,200,2,0.85639,19,19
3,6.7801e-06,5,200,1,0.85639,1,1
3,0.00025603,6,200,2,0.11999,9,9
3,0.00025603,7,200,1,0.11999,3,3
3,5.3035e-05,8,200,2,0.054693,21,21
3,5.3035e-05,9,200,1,0.054693,15,15
3,3.4062e-05,10,200,2,0.056344,17,17
3,3.4062e-05,11,200,1,0.056344,7,7
