"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,8.8928e-05,0,200,2,1.3885,11,11
3,8.8928e-05,1,200,3,1.3885,0,0
3,3.533e-05,2,200,2,0.12586,13,13
3,3.533e-05,3,200,1,0.12586,5,5
3,3.5939e-05,4,200,2,0.85563,19,19
3,3.5939e-05,5,200,1,0.85563,1,1
3,0.0013571,6,200,2,0.11919,9,9
3,0.0013571,7,200,1,0.11919,3,3
3,0.00028112,8,200,2,0.049629,21,21
3,0.00028112,9,200,1,0.049629,15,15
3,0.00018055,10,200,2,0.05273,17,17
3,0.00018055,11,200,1,0.05273,7,7
