"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,8.166e-06,0,200,2,1.3924,11,11
3,8.166e-06,1,200,3,1.3924,0,0
3,3.2441e-06,2,200,2,0.12918,13,13
3,3.2441e-06,3,200,1,0.12918,5,5
3,3.3001e-06,4,200,2,0.85469,19,19
3,3.3001e-06,5,200,1,0.85469,1,1
3,0.00012462,6,200,2,0.11819,9,9
3,0.00012462,7,200,1,0.11819,3,3
3,2.5813e-05,8,200,2,0.043196,21,21
3,2.5813e-05,9,200,1,0.043196,15,15
3,1.6579e-05,10,200,2,0.048139,17,17
3,1.6579e-05,11,200,1,0.048139,7,7
