"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,7.6307e-06,0,200,2,1.3847,11,11
3,7.6307e-06,1,200,3,1.3847,0,0
3,3.0315e-06,2,200,2,0.12258,13,13
3,3.0315e-06,3,200,1,0.12258,5,5
3,3.0838e-06,4,200,2,0.85658,19,19
3,3.0838e-06,5,200,1,0.85658,1,1
3,0.00011645,6,200,2,0.12019,9,9
3,0.00011645,7,200,1,0.12019,3,3
3,2.4123e-05,8,200,2,0.055962,21,21
3,2.4123e-05,9,200,1,0.055962,15,15
3,1.5493e-05,10,200,2,0.057249,17,17
3,1.5493e-05,11,200,1,0.057249,7,7
