"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,7.117e-05,0,200,2,28.726,11,7
3,7.117e-05,1,200,3,28.726,0,0
3,0.0019624,2,200,2,1.9805,5,5
3,0.0019624,3,200,1,1.9805,1,1
3,0.00059912,4,100,2,0.73035,13,9
3,0.00059912,5,100,1,0.73035,7,3
