"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,8.1855e-12,0,200,2,1.5015,7,7
3,8.1855e-12,1,200,3,1.5015,0,0
3,2.4651e-08,2,200,2,0.6185,5,5
3,2.4651e-08,3,200,1,0.6185,1,1
3,4.3485e-07,4,100,2,0.13932,9,9
3,4.3485e-07,5,100,1,0.13932,3,3
